Title,Description,Author,Category,Source,Link,Class_Model1,Class_Model2
Francis Hutcheson Why Be Moral ,Like all theories that account for moral motivation Francis Hutcheson s moral sense theory faces two related challenges The skeptical challenge calls into question what reasons an agent has to be moral at all The priority challenge asks why an agent s reasons to be moral tend to outweigh her non moral reasons to act I argue a defender of Hutcheson can respond to these challenges by building on unique features of his account She can respond to skeptical challenge by drawing a direct parallel between an agent s reasons to pursue natural self directed goods and her reasons to pursue moral goods This parallel however makes establishing the significance of morality difficult Given this difficulty a separate aspect of Hutcheson s account the additional weight given to benevolence in our assessment of mixed actions can be used to respond to the priority challenge ,Doug Paletta,,Penn Libraries University of Pennsylvania,https://repository.upenn.edu/miscellaneous_papers/14,4,19
The Structural Competence of Contractualism,The contractualist account of wrongness faces a family of objections that all aim to show that the account is explanatorily inadequate These objections often level claims of circularity or redundancy and interpreted as an internal challenge they present formal objections to the account of wrongness If correct they show that structurally contractualism fails to provide an independent account of wrongness because its determinations of wrongness necessarily rely on a non contractual basis Rather than respond to particular versions of these objections I identify the elements of contractualism that may provide a basis for a charge of redundancy or circularity the objections to a principle of action the basis for assessing the objections and the reason giving force of wrongness Then I show that accounting for the wrongness of an action at any of these stages either fails to capture the contractual account of wrongness or does not invoke a non contractualist standard Building on the ideal of justifiability contractualists can provide an in principle response to these structural challenges ,Doug Paletta,,Penn Libraries University of Pennsylvania,https://repository.upenn.edu/miscellaneous_papers/13,4,15
Investigation of the Effect of the Temperature of Intake Air on the Economy and Torque of a Gasoline Engine,The object of this investigation is to make a study of the effect on the economy and torque of a gasoline motor of heating the air going to the carburetor The knowledge gained from such an investigation is of considerable importance and might be used in determining the temperature at which to supply air to the carburetor of a motor in order to get the best results under its working conditions General practice indicates that a motor will run more smoothly and first regularly when the temperature of the intake air is 150 degrees or more The theory is that up to a certain point the economy becomes better with increasing air temperatures The brake horsepower however falls off as the temperature is raised Assuming then that we have an unlimited heating source it is our purpose to find the best temperature to use in order to obtain the highest economy without seriously reducing the torque Also the effects at various loads and speeds will be considered With the poor grade of gasoline now being supplied this investigation should be of the utmost value ,Arthur W. Crisfield,,Penn Libraries University of Pennsylvania,https://repository.upenn.edu/miscellaneous_papers/12,0,7
Gene expression profiling of cholinergic neurons from basal forebrain help identify novel sleep wake regulating pathways,,EV Nikovna et al.,,Penn Libraries University of Pennsylvania,https://repository.upenn.edu/miscellaneous_papers/11,4,13
Book of the Occurrences of the Times to Jeshurun in the Land of Israel K orot ha itim li Yeshurun be Erets Yis ra el,This work was authored by Menahem Mendel me Kaminitz an ancestor of one of the current translators David Cook following his first attempt to settle in the Land of Israel in 1834 ,David G. Cook et al.,,Penn Libraries University of Pennsylvania,https://repository.upenn.edu/miscellaneous_papers/10,4,17
Sha are Tsedek le toldot bet ha holim Sha are Tsedek bi Yerushalayim ve rof u menahalo ha rashi veha r ishon Mosheh,,David Cook et al.,,Penn Libraries University of Pennsylvania,https://repository.upenn.edu/miscellaneous_papers/9,4,12
What Good is an Old Book in the Age of Google ,In the age of Google and Kindle with millions of books just a few clicks away why would a university maintain a rare book library Join Dr Daniel Traister Curator for Research Services at Penn s Rare Book and Manuscript Library and Bibliographer for Literature in English for a hands on exploration of rare books and manuscripts chosen from Penn s collection one that runs from the ninth century up through the present Discover what these books reveal that cannot be replicated on a computer screen and why anyone might care ,Daniel Traister,,Penn Libraries University of Pennsylvania,https://repository.upenn.edu/miscellaneous_papers/8,4,1
Early Memories Recollections Concerning the Settlement of Jerusalem The Old City and Its Environs During the Last Century Zikhronot rishonim zikhronot al h aye ha yishuv ha Yerushalmi ba ir ha atik ah umi h utsah lah ba me ah ha ah aronah ,,David Cook et al.,,Penn Libraries University of Pennsylvania,https://repository.upenn.edu/miscellaneous_papers/7,4,17
ha Sefarim ha mudpasim shel shenot ha shin ke makor le heker haye ha ruah shel ha hevrah ha Yehudit me et Anat Gu etah,,Anat Gueta,,Penn Libraries University of Pennsylvania,https://repository.upenn.edu/miscellaneous_papers/6,4,1
Die ethischen Anschauungen von Salomon Maimon in ihrem Verhaaltniss zu Kants Morallehre,,Isidor Bock,,Penn Libraries University of Pennsylvania,https://repository.upenn.edu/miscellaneous_papers/5,4,8
Critical Care Nursing of Infants and Children,This publication of the second edition of Critical Care Nursing of Infants and Children is another important milestone in the evolving development of pediatric critical care nursing It often surprises students and colleagues when I discuss my experiences in the days before pediatric intensive care units They cannot conceive of a time when these specialized units along with their highly technologic treatments were not available to facilitate the care of critically ill children During this before period seriously ill children were cared for on regular hospital units with minimal technology Staff nurses were often assigned to special the child unless the family provided a private duty nurse Sometimes a separate room was set aside for care of several seriously ill children so that one nurse could care for several children The level of expertise of these staff and private duty nurses however was not adequate for the intensive care needs of critically ill children Obviously children with serious health problems or children recovering from major surgery were at high risk of dying because adequate treatments and monitoring measures were not available ,Martha A. Q. Curley et al.,,Penn Libraries University of Pennsylvania,https://repository.upenn.edu/miscellaneous_papers/4,0,13
Biopsy,The biopsy may very well be the most paramount procedure confronting the dentist and successful tissue diagnosis depends on proper surgical biopsy technique Yet how many who are faced with this procedure really know the principles involved and can carry them out flawlessly as they must be The practitioner who attempts this procedure without being aware of principles involved may prevent more competent hands from diagnosing a malignancy until it is too late Data bares out the fact that the first man to see a lesion is in the best position to initiate a cure The aim of this paper is to present some of the principles of biopsy technique so as to give an insight into the procedure of biopsy ,Nathan Gross,,Penn Libraries University of Pennsylvania,https://repository.upenn.edu/miscellaneous_papers/3,4,13
A Perspective of the Prince Edward County Issue,The doors of public schools in Prince Edward County Virginia were closed at the end of the spring term of 1959 and have remained closed to both the county s white and Negro students ever since This action followed some five years of defiance of the famous U S Supreme Court decision of 1954 and has as of this writing made Prince Edward County the only locality in the United States which does not provide its youngsters with some kind of public education To the social scientist or to those who might be alarmed by such an extreme situation several questions are immediately raised Why were public schools closed and how did closing come about What kind of locality is this which would resort to such an extraordinary measure What generally are the attitudes and arguments underlying the issue Also what has happened to the county s people and its schools And finally what can we expect to happen in the future to public education in this Virginia county It is these questions which this paper will attempt to answer ,Edward Harden Peeples,,Penn Libraries University of Pennsylvania,https://repository.upenn.edu/miscellaneous_papers/2,0,18
Resigning the Needle for the Pen A Study of Autobiographical Writings of British Women Before 1800,,Cynthia Stodola Pomerleau,,Penn Libraries University of Pennsylvania,https://repository.upenn.edu/miscellaneous_papers/1,0,13
Top Five Groundbreaking moments on the way to self driving cars,Autonomous cars have been in the works since the 1920s but the technology has achieved great progress since then,Tom Phillips,,Automotive iQ,https://www.automotive-iq.com/autonomous-drive/articles/top-five-groundbreaking-moments-on-the-way-to-self-driving-cars,4,7
Top Five Vehicle sharing projects that have hit the brakes,Once hailed as the savior of the carmakers and another step forward in future mobility the realities of providing a vehicle sharing service are proving harsh,Tom Phillips,,Automotive iQ,https://www.automotive-iq.com/electrics-electronics/articles/top-five-vehicle-sharing-projects-that-have-hit-the-brakes,4,15
Top Five EV Battery factories in Europe,Coronavirus or not the electric vehicle revolution is already in motion Here s where the batteries will come from,Tom Phillips,,Automotive iQ,https://www.automotive-iq.com/electrics-electronics/articles/top-five-ev-battery-factories-in-europe,0,12
Top Five How Covid 19 could change the way we drive,We are living the effects of coronavirus right now but how might the long term impact affect the way we drive ,Tom Phillips,,Automotive iQ,https://www.automotive-iq.com/autonomous-drive/articles/top-five-how-covid-19-could-change-the-way-we-drive,4,13
UPDATED List of automotive events cancelled or postponed due to coronavirus Co ,From car factory closures to cancelled Grand Prix postponed motor shows to scores of automotive professionals being asked to work from home here s our round up of how Covid 19 is impacting the car i ,Tom Phillips,,Automotive iQ,https://www.automotive-iq.com/electrics-electronics/articles/updated-list-of-automotive-events-cancelled-or-postponed-due-to-coronavirus,0,7
Automotive IQ Guides Blockchain in the Automotive Industry,Blockchain use in the automotive industry on the rise Its secure transparent nature means that the technology is a logical fit for the supply chain maintenance increasing security and more,Tom Phillips,,Automotive iQ,https://www.automotive-iq.com/electrics-electronics/articles/automotive-iq-guides-blockchain-in-the-automotive-industry,0,7
Automotive IQ s latest online events and webinars,Coronavirus means we re increasing our online event content and our program of sponsored webinars Sign up here,Tom Phillips,,Automotive iQ,https://www.automotive-iq.com/autonomous-drive/articles/automotive-iqs-latest-online-events-and-webinars,4,7
Power inverter safety system concept for ISO 26262,Functional safety experts NXP connect experts with designers through its SafeAssure program Here the firm outlines its development process and how it confirms to the ISO 26262 standard,Erik Santiago,,Automotive iQ,https://www.automotive-iq.com/electrics-electronics/articles/power-inverter-safety-system-concept-for-iso-26262,4,14
Geneva Motor Show 2020 Here 039 s the electric and plug in hybrid cars that were d ,GIMS the biggest European motor show of the year has now been cancelled due to the Coronavirus outbreak Here s our list of the EV and PHEV debuts that should have taken place at Palexpo,Tom Phillips,,Automotive iQ,https://www.automotive-iq.com/electrics-electronics/articles/geneva-motor-show-2020-the-electric-and-plug-in-hybrid-cars-making-their-debuts,0,7
Automotive IQ Guides Shared Mobility,Enabled by connected automated and electrified technologies which shared mobility services are set to disrupt the future of mobility We take a look at this very 21st century transport solution,Peter Els,,Automotive iQ,https://www.automotive-iq.com/autonomous-drive/articles/automotive-iq-guides-shared-mobility,4,5
Automotive IQ Guides Autonomous Cars,How far is the self driving car from becoming commonplace on public roads We explore the timescales involved technology trends and more on the road to autonomy,Peter Els,,Automotive iQ,https://www.automotive-iq.com/autonomous-drive/articles/automotive-iq-guides-autonomous-cars,4,7
Automotive IQ Guides Connected Cars,Connected autonomous shared and electric vehicles are the future of the car industry In this guide we explore the latest developments in connected cars including 5G and WiFi standards V2X communi ,Peter Els,,Automotive iQ,https://www.automotive-iq.com/autonomous-drive/articles/automotive-iq-guides-connected-cars,4,7
Summer Driving Tips To Help You Stay Safe On The Road,The Insurance Institute for Highway Safety IIHS reported that approximately 35 000 traffic fatalities happen every year Around 10 of car accidents often occur during the summer because of the volume 160 Full Article 187 ,Automotive Addicts Contributor,Automotive,Automotive Addicts,https://www.automotiveaddicts.com/70363/summer-driving-tips-to-help-you-stay-safe-on-the-road,0,7
2020 Toyota RAV4 TRD Off Road Review Test Drive,There are many reasons that crossover utility vehicles are at the top of the shopping list for many Americans mostly due to the versatility in such vehicles Vehicles like 160 Full Article 187 ,Malcolm Hogan,Automotive,Automotive Addicts,https://www.automotiveaddicts.com/70339/2020-toyota-rav4-trd-off-road-review-test-drive,4,7
2020 Mercedes Benz Metris Cargo Van Review Test Drive,There s no question that in today s world of mobility that cargo vans are an essential part that literally keeps things moving With a select number of cargo van offerings there 160 Full Article 187 ,Malcolm Hogan,Automotive,Automotive Addicts,https://www.automotiveaddicts.com/70318/2020-mercedes-benz-metris-cargo-van-review-test-drive,4,7
Video Test Drive Review 2020 Toyota RAV4 TRD Off Road,The Toyota RAV4 compact crossover has come a long way and now in its fifth generation for the 2019 model year it has grown up to better shadow its 4Runner 160 Full Article 187 ,Malcolm Hogan,Automotive,Automotive Addicts,https://www.automotiveaddicts.com/70314/video-test-drive-review-2020-toyota-rav4-trd-off-road,4,7
Video Review 2020 Porsche 911 Carrera S,I had the chance to spend a little time with the new 992 2020 Porsche 911 Carrera S thanks to a good friend and neighbor of mine After my time 160 Full Article 187 ,Malcolm Hogan,Automotive,Automotive Addicts,https://www.automotiveaddicts.com/70309/video-review-2020-porsche-911-carrera-s,4,7
2020 Volkswagen Atlas Cross Sport V6 SEL Premium Review Test Drive,Crossover utility vehicles are here to stay and brands like Volkswagen are steadily adapting to the new norm with vehicles like the new Atlas With such a winning family versatile formula 160 Full Article 187 ,Malcolm Hogan,Automotive,Automotive Addicts,https://www.automotiveaddicts.com/70226/2020-volkswagen-atlas-cross-sport-v6-sel-premium-review-test-drive,4,7
2020 Nissan Sentra SR Review Test Drive,There are some occasions a vehicle must go through several generations to eventually turn into somewhat of a head turner Such has taken place with the new 2020 Nissan Sentra SR 160 Full Article 187 ,Malcolm Hogan,Automotive,Automotive Addicts,https://www.automotiveaddicts.com/70230/2020-nissan-sentra-sr-review-test-drive,4,7
Product Review BedRug s BedTred Impact Bed Mat fits Automotive Addicts new 2020 RAM 1500 Laramie Crew Cab Perfectly,We recently took delivery of the BedTred Impact Bed Mat made by BedRug For this review we installed it into a 2020 RAM 1500 Laramie Crew Cab BedRug has been 160 Full Article 187 ,Automotive Addicts Contributor,Automotive,Automotive Addicts,https://www.automotiveaddicts.com/70273/bedrugs-bedtred-impact-bed-mat-2020-ram-1500-laramie-crewcab,4,7
Mercedes Benz CLS CLS350,Comfortable and classy Mercedes Benz CLS350 struggles to stand out in new gen form,,Car Reviews,GoAuto,https://www.goauto.com.au/car-reviews/mercedes-benz/cls/cls350/2020-04-29/82587.html,4,7
Mercedes AMG A45 S,A 100K hyper hatch that can harass a Porsche Enter the Mercedes AMG A45 S 4Matic ,,Car Reviews,GoAuto,https://www.goauto.com.au/car-reviews/mercedes-amg/a45/s/2020-04-23/82523.html,4,0
Audi Q5 50 TDI,Audi rsquo s Q5 50TDI is a potent and accomplished SUV but more engine than you need,,Car Reviews,GoAuto,https://www.goauto.com.au/car-reviews/audi/q5/50-tdi/2020-04-13/82375.html,4,7
Audi Q7,Intelligent desirable updates and improved spec keep the ageing Q7 fighting fit,,Car Reviews,GoAuto,https://www.goauto.com.au/car-reviews/audi/q7/2020-04-03/82255.html,4,8
Audi Q3 Sportback,Audi broadens appeal of Q3 small SUV with stylish Sportback coupe style version,,Car Reviews,GoAuto,https://www.goauto.com.au/car-reviews/audi/q3/sportback/2020-04-03/82245.html,4,7
Ford Fiesta ST,Ford rsquo s pint sized Fiesta ST has all the charm ndash and the drawbacks ndash of a hot hatch,,Car Reviews,GoAuto,https://www.goauto.com.au/car-reviews/ford/fiesta/st/2020-04-02/82227.html,4,7
BMW 2 Series Gran Coupe,BMW expands appeal of small car range with practical 2 Series Gran Coupe sedan,,Car Reviews,GoAuto,https://www.goauto.com.au/car-reviews/bmw/2-series/gran-coupe/2020-03-23/82095.html,4,7
MG HS,MG rsquo s new HS mid size SUV promises class leading value but what is it like to drive ,,Car Reviews,GoAuto,https://www.goauto.com.au/car-reviews/mg/hs/2020-02-20/81677.html,4,7
Nissan Patrol Ti L,Belated mid life facelift for decade old Y62 Patrol proves there rsquo s life and potential in this ageing truck,,Car Reviews,GoAuto,https://www.goauto.com.au/car-reviews/nissan/patrol/ti-l/2020-02-07/81551.html,4,7
Mazda CX 30,Mazda CX 30 range,,Car Reviews,GoAuto,https://www.goauto.com.au/car-reviews/mazda/cx-30/2020-02-06/81537.html,0,7
Lexus CT 200h F Sport,Some premium touches struggle to save the otherwise mediocre Lexus CT200h F Sport,,Car Reviews,GoAuto,https://www.goauto.com.au/car-reviews/lexus/ct/200h-f-sport/2020-01-24/81397.html,4,19
Nissan Navara N Trek Warrior,Nissan beefs up Navara with tough looking and capable N Trek Warrior range topper,,Car Reviews,GoAuto,https://www.goauto.com.au/car-reviews/nissan/navara/n-trek-warrior/2019-12-13/81091.html,4,7
Honda Accord,Honda attempts a return to form with new generation Accord ndash and largely succeeds,,Car Reviews,GoAuto,https://www.goauto.com.au/car-reviews/honda/accord/2019-12-12/81115.html,4,7
Porsche Cayenne Coupe,Porsche broadens Cayenne range ndash and emotional appeal ndash with Coupe body style,,Car Reviews,GoAuto,https://www.goauto.com.au/car-reviews/porsche/cayenne/coupe/2019-12-12/81107.html,4,7
Mitsubishi Outlander PHEV range,Mitsubishi refines petrol electric Outlander PHEV for more relaxed drive ndash at a cost,,Car Reviews,GoAuto,https://www.goauto.com.au/car-reviews/mitsubishi/outlander/phev-range/2019-12-09/81047.html,4,3
Toyota Corolla sedan range,Toyota raises bar significantly with dynamic and capable all new Corolla sedan,,Car Reviews,GoAuto,https://www.goauto.com.au/car-reviews/toyota/corolla/sedan-range/2019-12-06/81005.html,4,7
Toyota C HR range,Toyota broadens appeal of C HR small SUV with addition of hybrid powertrain,,Car Reviews,GoAuto,https://www.goauto.com.au/car-reviews/toyota/c-hr/range/2019-12-06/81023.html,4,7
Mercedes Benz EQC,Mercedes Benz EQC400 4Matic,,Car Reviews,GoAuto,https://www.goauto.com.au/car-reviews/mercedes-benz/eqc/2019-12-05/81017.html,4,7
BMW 1 Series range,Lots of hits and a few misses for BMW as new 1 Series shifts to front drive platform,,Car Reviews,GoAuto,https://www.goauto.com.au/car-reviews/bmw/1-series/range/2019-12-05/80987.html,4,8
Audi A6 range,Undeterred by ebbing exec sedan sales in luxury SUV boom Audi impresses with new A6,,Car Reviews,GoAuto,https://www.goauto.com.au/car-reviews/audi/a6/range/2019-11-29/80837.html,4,7
Colin Chapman s Lotus Esprit is for sale,A Lotus Esprit formerly owned by company founder Colin Chapman is up for sale through British dealer Mark Donaldson As detailed by Motor Sport the car is a 1981 Series 3 Turbo model with some modifications specified by Chapman including power steering and a pollen filter to help alleviate his hay fever The car rides on a lowered suspension ,Stephen Edelstein,Colin Chapman,Motor Authority,http://feedproxy.google.com/~r/Motorauthority2/~3/9Lng6vjG80Q/1128098_colin-chapman-s-lotus-esprit-is-for-sale,0,6
2020 BMW 8 Series Gran Coupe 2020 Genesis G70 2020 Chevrolet Corvette The Week In Reverse,We spent some time in the 2020 BMW 8 Series Gran Coupe we drove the 2020 Genesis G70 and coronavirus has affected the 2020 Chevrolet Corvette It s the Week in Reverse right here at Motor Authority The 2020 BMW 8 Series Gran Coupe is a more stylish four door alternative to the 7 Series We found it has a Teutonic rumble from its twin turbo ,Joel Feder,The Week In Reverse,Motor Authority,http://feedproxy.google.com/~r/Motorauthority2/~3/yfeU5-PqwYI/1128095_2020-bmw-8-series-gran-coupe-2020-genesis-g70-2020-chevrolet-corvette-the-week-in-reverse,4,7
W Motors lends help in Genius Garage s Porsche Boxster Lykan Hypersport conversion,A build team in Ohio is in the process of turning an old Porsche Boxster into a supercar that was limited to just seven units worldwide and originally priced at 3 4 million The car we re talking about is the W Motors Lykan Hypersport that bowed in 2013 and a replica was recently acquired by a workshop in Bowling Green Ohio The replica was ,Viknesh Vijayenthiran,Videos,Motor Authority,http://feedproxy.google.com/~r/Motorauthority2/~3/zcPEdYCVT7k/1127775_w-motors-lends-help-in-genius-garage-s-porsche-boxster-lykan-hypersport-conversion,4,7
New Tesla Roadster likely years away from production,At the reveal of Tesla s redesigned Roadster in 2017 the company said the car would start production in 2020 At the time we said the company was notorious for being late on deadlines and we were right to say it In a podcast interview with comedian Joe Rogan on Thursday Tesla CEO Elon Musk said the redesigned Roadster would be pushed back to ,Viknesh Vijayenthiran,,Motor Authority,http://feedproxy.google.com/~r/Motorauthority2/~3/m3sOShRaaKU/1128094_new-tesla-roadster-likely-years-away-from-production,0,7
BMW M5 CS Porsche Cayenne GTS Coupe Porsche Track Precision App Car News Headlines,BMW has been spotted testing what appears to be a new performance flagship for the M5 range Word on the street is that the car which will likely be dubbed an M5 CS is powered by a newly developed V 8 Porsche looks to be readying a Cayenne GTS Coupe to help bridge the performance gap between the S and Turbo The new variant should debut next ,Viknesh Vijayenthiran,Today in Car News,Motor Authority,http://feedproxy.google.com/~r/Motorauthority2/~3/_Pvt0mkY-CQ/1127740_bmw-m5-cs-porsche-cayenne-gts-coupe-porsche-track-precision-app-car-news-headlines,4,7
Jerry Seinfeld s Comedians In Cars Getting Coffee is out of gas,After 11 seasons and more than 80 episodes it looks like funny man and avid car nut Jerry Seinfeld s Comedians In Cars Getting Coffee is finally running out of gas During a press conference to discuss his new Netflix special ldquo Jerry Seinfeld 23 Hours to Kill rdquo Seinfeld said he feels like there s nothing left to achieve with ,Viknesh Vijayenthiran,Jerry Seinfeld,Motor Authority,http://feedproxy.google.com/~r/Motorauthority2/~3/HIlBCvEDtUw/1128092_jerry-seinfeld-s-comedians-in-cars-getting-coffee-is-out-of-gas,4,7
2021 BMW M5 CS spy shots,BMW is working on an updated version of its its 5 Series which is due out later this year as a 2021 model The high performance M5 variant is also due to be updated and included in the range this time will be a new performance flagship positioned above the current M5 Competition and likely carrying the M5 CS designation A prototype for this ,Viknesh Vijayenthiran,,Motor Authority,http://feedproxy.google.com/~r/Motorauthority2/~3/OIDk_nuF4F8/1128093_2021-bmw-m5-cs-spy-shots,4,7
Duffer Lego builds bridge between three generations of car lovers,The pistons in the flat 6 engine wouldn rsquo t line up The budding engineer ignored warnings that one minor alignment could screw up the entire design ldquo It rsquo s fine rdquo he said Engineering like math relies on precision I wanted to say Good enough close enough almost enough are never ever enough But the 14 year old builder ,Robert Duffer,Lego,Motor Authority,http://feedproxy.google.com/~r/Motorauthority2/~3/TrAJ44aAEEo/1128054_duffer-lego-builds-bridge-between-three-generations-of-car-lovers,0,7
1958 Porsche 356A Speedster shows up on Bring A Trailer,The 356 is the sports car that put Porsche on the map and the 356 Speedster is the one that made the brand a hit in the United States Now an early example a 1958 356A Speedster can be yours as the car is up for sale on Bring A Trailer Located in Portland Oregon the has been with its current owner since the 1985 Unfortunately there aren t ,Viknesh Vijayenthiran,Porsche 356,Motor Authority,http://feedproxy.google.com/~r/Motorauthority2/~3/R3EHVql20XA/1128091_1958-porsche-356a-speedster-shows-up-on-bring-a-trailer,0,6
2022 Porsche Cayenne GTS Coupe spy shots,Porsche engineers have been spotted testing a new variant of the Cayenne Coupe The Cayenne Coupe as the name suggests is a coupe like version of the Cayenne designed to tackle high end versions of the BMW X6 and Mercedes Benz GLE Coupe It was introduced for 2020 and is currently available in base S and Turbo variants This new variant is ,Viknesh Vijayenthiran,,Motor Authority,http://feedproxy.google.com/~r/Motorauthority2/~3/zSJLCOlc-j0/1127739_2022-porsche-cayenne-gts-coupe-suv-spy-shots,4,7
Porsche Track Precision App expands its virtual driving coach functionality,If you can t hire a driving coach the Porsche Track Precision App can help improve your driving through data analysis The latest version of the free app can now be displayed through a car s infotainment screen Porsche announced in a press release Thursday The app previously worked only on smartphones but version 3 2 can be projected onto a ,Stephen Edelstein,Apps,Motor Authority,http://feedproxy.google.com/~r/Motorauthority2/~3/oxXgDkPMqAI/1128083_porsche-track-precision-app-expands-its-virtual-driving-coach-functionality,0,7
2021 Audi A4 and A5 get power boost,After receiving comprehensive updates for 2020 Audi s A4 and A5 enter the 2021 model year with only subtle tweaks Key among them is a 13 horsepower bump in power for models equipped with a 2 0 liter turbocharged inline 4 courtesy of a new mild hybrid system In the case of the 2021 A4 it means the base A4 40 now has 201 horsepower and the ,Viknesh Vijayenthiran,,Motor Authority,http://feedproxy.google.com/~r/Motorauthority2/~3/M8SYDbDsdAE/1120416_2021-audi-a4-and-a5-get-power-boost,4,6
2021 Volkswagen Arteon R spy shots and video,Volkswagen s Arteon is approaching the midpoint in its lifecycle and the automaker is planning an update for the sultry fastback sedan that will include a number of new variants One of the new variants will be a high performance Arteon R a prototype for which has been spotted The prototype is completely devoid of camouflage gear meaning the ,Viknesh Vijayenthiran,Videos,Motor Authority,http://feedproxy.google.com/~r/Motorauthority2/~3/iEBhX0Wd0Gg/1114363_2021-volkswagen-arteon-r-spy-shots-and-video,4,7
Bugatti Divo customer cars Brabham plant 2020 Genesis G70 Today s Car News,Deliveries of the Bugatti Divo have just commenced and Bugatti has given a look at how some owners are customizing their cars Considering this is a 5 8 million coach built hypercar we re talking about naturally there are a lot of possibilities when it comes to customization Australian motorsport legend and nascent supercar manufacturer ,Viknesh Vijayenthiran,Today in Car News,Motor Authority,http://feedproxy.google.com/~r/Motorauthority2/~3/DYDPzBDNzlA/1128081_bugatti-divo-customer-cars-brabham-plant-2020-genesis-g70-today-s-car-news,4,7
Lotus launches classic racing liveries for the Elise,Lotus has just entered the hypercar space with its 2 1 million Evija but the British sports car marque hasn t forgotten its more attainable cars On Wednesday it unveiled the Elise Classic Heritage Edition buyers of which will be able to choose from one of four classic racing liveries from Lotus storied Formula One past The car marks this ,Viknesh Vijayenthiran,Lotus,Motor Authority,http://feedproxy.google.com/~r/Motorauthority2/~3/PRLPEHO9ux4/1042650_lotus-launches-classic-racing-liveries-for-the-elise,4,7
Neck Gaiters That Provide Protection From The Wind Weather Or Sun, Neck protection can offer style and purpose When riding a motorcycle you are out in the elements Protect yourself with these neck gaiters ,Staff,shop,Hot Bike Magazine,https://www.hotbikeweb.com/neck-gaiters-that-provide-protection-from-wind-weather-or-sun?dom=rss-default&src=syn,4,8
A Variety Of Sponges That Help Keep Your Motorcycle Shining, Scrub a dub dub A variety of sponges to detail your motorcycle like a pro ,Staff,shop,Hot Bike Magazine,https://www.hotbikeweb.com/variety-sponges-that-help-keep-your-motorcycle-shining?dom=rss-default&src=syn,4,8
Paper Towels For Your Garage Or Home, Clean spills or dry hands Paper towels are an essential item for the home Paper towels are an essential household item that are great for quick cleanups both in the garage and around the house ,Staff,shop,Hot Bike Magazine,https://www.hotbikeweb.com/paper-towels-for-your-garage-or-home?dom=rss-default&src=syn,4,9
All About That Motorcycle Oil, Ready for an oil change Check out these OEM and high performance products One of the best things you can do for your motorcycle is to change its oil regularly with a high quality product Here are four choices to suit ,Staff,shop,Hot Bike Magazine,https://www.hotbikeweb.com/all-about-that-motorcycle-oil?dom=rss-default&src=syn,4,8
Get A Magnetic Attraction With These Magnetic Tool Trays, What falls in the tray stays in the tray as long as it s magnetic Integrate a clever magnetic parts tray into your service routines and forget about losing small steel parts tools and fasteners ever again ,Staff,shop,Hot Bike Magazine,https://www.hotbikeweb.com/get-magnetic-attraction-with-these-magnetic-tool-trays?dom=rss-default&src=syn,4,3
Build A Wall Of Sound With These Bluetooth Speakers, Bluetooth speakers can really bring your garage work experience to life Weatherproof and waterproof powerful and pairable and robust and rechargeable Bluetooth speakers are the greatest gift to wrenching since the ratchet ,Staff,shop,Hot Bike Magazine,https://www.hotbikeweb.com/build-wall-sound-with-these-bluetooth-speakers?dom=rss-default&src=syn,4,12
Quality Coolants For Cool Bikes, Changing coolant is as easy as changing oil Here are four fine products Low on the glamour scale but high on importance and functionality coolant and antifreeze are just like motor oil the lifeblood of liquid cooled engines ,Staff,shop,Hot Bike Magazine,https://www.hotbikeweb.com/quality-coolants-for-cool-bike?dom=rss-default&src=syn,4,8
Disposable Gloves The Quiet Heroes Of The Motorcycle Shop, You may not regard disposable gloves as necessary but trying is believing Getting cut or splashed by chemicals in the shop means we were hurrying too fast for preventative steps Wear disposable gloves and say later to such drama ,Staff,shop,Hot Bike Magazine,https://www.hotbikeweb.com/disposable-gloves-quiet-heroes-motorcycle-shop?dom=rss-default&src=syn,4,8
Reusable Gloves For Tough Jobs, When service work is like fighting in the octagon gloves can help you win Some days working on your bike is as sweet as warm apple pie la mode Other days it s like wrestling a chain saw When that happens these gloves can help ,Staff,shop,Hot Bike Magazine,https://www.hotbikeweb.com/reusable-gloves-for-tough-jobs?dom=rss-default&src=syn,0,8
The Best Ways To Clean A Motorcycle Chain, Simply put when you ride your chain gets dirty These products can help Motorcycle chains work best and last longest when regularly lubed Unfortunately lubricants love holding onto dirt and grunge Here s how to clean it all up ,Staff,shop,Hot Bike Magazine,https://www.hotbikeweb.com/best-ways-to-clean-motorcycle-chain?dom=rss-default&src=syn,4,8
 Never saw them again Tale of the blue jerseys,,Jason Beck,,Major League Baseball,https://www.mlb.com/tigers/news/tigers-1995-blue-alternate-jerseys,0,9
These AL Central sluggers bash with the best,,Alyson Footer,,Major League Baseball,https://www.mlb.com/tigers/news/american-league-central-home-run-hitters,0,9
FOX Sports Detroit airing 06 Tigers highlights,,,,Major League Baseball,https://www.mlb.com/tigers/news/fox-sports-detroit-airing-tigers-2006-highlights,0,9
Each team s best small school Draft pick,,"Jim Callis, Jonathan Mayo and Mike Rosenbaum",,Major League Baseball,https://www.mlb.com/tigers/news/best-small-school-draft-picks,0,10
Win 1 000 000 by predicting the decade s best,Which young stars and clubs will dominate the next 10 seasons Predict who will lead the decade 2020 29 in 9 categories and you could win 1 000 000 in The Vault ,,,Major League Baseball,https://www.mlb.com/the-vault,4,9
